AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1380491,BEAU,DOG,BLACK,WHITE,ALASKAN HUSKY,NEUTERED,2022-04-30,2,2025-04-28,HEALTHY,STRAY,OTC,,2025-05-02,RTO,,HEALTHY,MONTEREY/UMBARGER,SAN JOSE,2025-05-02
A1380504,,DOG,BLACK,WHITE,PAPILLON,MALE,2022-04-29,3,2025-04-29,MED SEV,STRAY,MEDVET,,2025-04-29,EUTH,,MED SEV,CLAYTON X MT PLEASANT,SAN JOSE,2025-04-29
A1380505,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2025-03-25,0,2025-04-29,MED R,STRAY,MEDVET,,2025-05-01,RESCUE,,MED R,BONITA X E SAN ANTONIO,SAN JOSE,2025-05-01
A1380510,,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-04-29,1,2025-04-29,PREGNANT,STRAY,OTC,,2025-05-02,TRANSFER,,HEALTHY,MONTE VERANO CT X ALUM ROCK AVE,SAN JOSE,2025-05-02
A1380511,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2021-04-29,4,2025-04-29,MED R,STRAY,OTC,,2025-05-07,RTF,,BEH M,GIANNOTTA WAY/ N CAPITOL AVE,SAN JOSE,2025-05-07
A1380512,,KITTEN,GRAY,WHITE,DOMESTIC SH,SPAYED,2025-03-11,0,2025-04-29,MED R,STRAY,OTC,,2025-05-08,ADOPTION,,MED R,ORLANDO DR/EVERGLADE AVE,SAN JOSE,2025-05-08
A1380513,TOBY,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-03-11,0,2025-04-29,MED R,STRAY,OTC,,2025-05-07,ADOPTION,,MED R,ORLANDO DR/EVERGLADE AVE,SAN JOSE,2025-05-07
A1380513,TOBY,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-03-11,0,2025-05-18,MED SEV,RETURN,OTC,,2025-06-02,ADOPTION,,MED SEV,,SAN JOSE,2025-06-02
A1380514,ZOE,KITTEN,GRAY,WHITE,DOMESTIC SH,SPAYED,2025-03-11,0,2025-04-29,MED R,STRAY,OTC,,2025-05-19,TRANSFER,,HEALTHY,ORLANDO DR/EVERGLADE AVE,SAN JOSE,2025-05-19
A1380515,PIPER,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-03-11,0,2025-04-29,MED R,STRAY,OTC,,2025-05-19,TRANSFER,,HEALTHY,ORLANDO DR/EVERGLADE AVE,SAN JOSE,2025-05-19
A1380516,MOMO,KITTEN,GRAY,WHITE,DOMESTIC SH,SPAYED,2025-03-11,0,2025-04-29,MED R,STRAY,OTC,,2025-05-16,ADOPTION,,HEALTHY,ORLANDO DR/EVERGLADE AVE,SAN JOSE,2025-05-16
A1380517,,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-03-11,0,2025-04-29,MED R,STRAY,OTC,,2025-05-08,ADOPTION,,MED R,ORLANDO DR/EVERGLADE AVE,SAN JOSE,2025-05-08
A1380519,,KITTEN,GRAY,,DOMESTIC SH,UNKNOWN,2025-04-22,0,2025-04-29,NURSING,STRAY,OTC,IP ADOPT,2025-05-02,TRANSFER,,NURSING,EVERDALE DR/EVERDALE CT,SAN JOSE,2025-05-02
A1380520,,KITTEN,GRAY,,DOMESTIC SH,UNKNOWN,2025-04-22,0,2025-04-29,NURSING,STRAY,OTC,IP ADOPT,2025-05-02,TRANSFER,,NURSING,EVERDALE DR/EVERDALE CT,SAN JOSE,2025-05-02
A1380522,,CAT,TABBY-ORG,,DOMESTIC SH,FEMALE,2023-04-29,2,2025-04-29,MED R,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,OWSLEY AVE X MCLAUGHLIN AVE,SAN JOSE,2025-05-08
A1380523,,KITTEN,TABBY-ORG,,DOMESTIC SH,UNKNOWN,2025-04-28,0,2025-04-29,NURSING,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,OWSLEY AVE X MCLAUGHLIN AVE,SAN JOSE,2025-05-08
A1380524,,KITTEN,TABBY-ORG,,DOMESTIC SH,UNKNOWN,2025-04-28,0,2025-04-29,NURSING,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,OWSLEY AVE X MCLAUGHLIN AVE,SAN JOSE,2025-05-08
A1380525,,KITTEN,TABBY-ORG,,DOMESTIC SH,UNKNOWN,2025-04-28,0,2025-04-29,NURSING,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,OWSLEY AVE X MCLAUGHLIN AVE,SAN JOSE,2025-05-08
A1380526,,KITTEN,TORTIE-B\O,,DOMESTIC SH,FEMALE,2025-04-28,0,2025-04-29,NURSING,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,OWSLEY AVE X MCLAUGHLIN AVE,SAN JOSE,2025-05-08
A1380527,,KITTEN,TORTIE-B\O,,DOMESTIC SH,FEMALE,2025-04-28,0,2025-04-29,NURSING,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,OWSLEY AVE X MCLAUGHLIN AVE,SAN JOSE,2025-05-08
A1380528,,KITTEN,TORTIE-B\O,,DOMESTIC SH,FEMALE,2025-04-28,0,2025-04-29,NURSING,STRAY,OTC,,2025-05-08,TRANSFER,,HEALTHY,OWSLEY AVE X MCLAUGHLIN AVE,SAN JOSE,2025-05-08
A1380531,PENNY,DOG,WHITE,BROWN,CHIHUAHUA SH,NEUTERED,2021-04-30,4,2025-04-29,HEALTHY,STRAY,OTC,,2025-05-04,ADOPTION,,HEALTHY,KING AND STORY RD,SAN JOSE,2025-05-04
A1380531,PENNY,DOG,WHITE,BROWN,CHIHUAHUA SH,NEUTERED,2021-04-30,4,2025-05-07,HEALTHY,RETURN,OTC,,2025-05-08,ADOPTION,,HEALTHY,,SAN JOSE,2025-05-08
A1380533,CHUCKLES,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-03-20,0,2025-04-29,MED R,STRAY,OTC,,2025-06-13,ADOPTION,,MED R,LUCENA DR X AGUA VISTA DR,SAN JOSE,2025-06-13
A1380534,LUCIFER,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-03-01,0,2025-04-29,MED R,STRAY,OTC,,2025-05-01,ADOPTION,,MED R,LUCENA DR X AGUA VISTA DR,SAN JOSE,2025-05-01
A1380535,AMENADIEL,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-03-11,0,2025-04-29,MED R,STRAY,OTC,,2025-05-03,ADOPTION,,MED R,LUCENA DR X AGUA VISTA DR,SAN JOSE,2025-05-03
A1380536,ROSE,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-03-01,0,2025-04-29,MED R,STRAY,OTC,,2025-05-03,ADOPTION,,MED R,LUCENA DR X AGUA VISTA DR,SAN JOSE,2025-05-28
A1380537,CHANTANA,KITTEN,PT-SEAL,,DOMESTIC SH,SPAYED,2025-03-20,0,2025-04-29,MED R,STRAY,OTC,,2025-06-14,ADOPTION,,MED R,LUCENA DR X AGUA VISTA DR,SAN JOSE,2025-06-14
A1380538,CHLOE,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-02-14,0,2025-04-29,MED R,STRAY,OTC,,2025-05-03,ADOPTION,,,LUCENA DR X AGUA VISTA DR,SAN JOSE,2025-05-03
A1380540,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2023-04-29,1,2025-04-26,MED SEV,STRAY,OTC,,2025-05-02,RESCUE,,MED SEV,MONTEREY RD X UMBARGER RD,SAN JOSE,2025-08-28
A1380541,,KITTEN,TORBI-BRN,,DOMESTIC SH,FEMALE,2025-04-25,0,2025-04-26,MED SEV,STRAY,OTC,,2025-05-02,RESCUE,,NURSING,MONTEREY RD X UMBARGER RD,SAN JOSE,2025-08-28
A1380549,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,2024-04-29,1,2025-04-29,MED M,CONFISCATE,ASO,,2025-04-30,RTO,,MED M,,SAN JOSE,2025-04-30
A1380550,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-04-29,1,2025-04-29,MED M,CONFISCATE,ASO,,2025-04-30,RTO,,MED M,,SAN JOSE,2025-04-30
A1380551,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-04-29,1,2025-04-29,MED M,CONFISCATE,ASO,,2025-04-30,RTO,,MED M,,SAN JOSE,2025-04-30
A1380554,HAZEY,KITTEN,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2025-03-29,0,2025-04-29,MED R,STRAY,OTC,,2025-05-29,ADOPTION,,HEALTHY,WHITTON AVE,SAN JOSE,2025-05-29
A1380555,LUNA,KITTEN,CALICO-TRI,,DOMESTIC SH,SPAYED,2025-03-29,0,2025-04-29,HEALTHY,STRAY,OTC,,2025-05-28,ADOPTION,,HEALTHY,WHITTON AVE,SAN JOSE,2025-05-28
A1380556,,KITTEN,CALICO-TRI,,DOMESTIC SH,SPAYED,2025-03-29,0,2025-04-29,HEALTHY,STRAY,OTC,,2025-05-29,ADOPTION,,HEALTHY,1600 BLOCK WHITTON AVE,SAN JOSE,2025-05-29
A1380558,BUSTER,DOG,BLACK,,CHIHUAHUA SH,NEUTERED,,,2025-04-29,MED R,STRAY,OTC,,2025-04-30,RTO,,HEALTHY,OAKLAND RD/BAYSHORE,SAN JOSE,2025-04-30
A1380587,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,,2025-04-30,FERAL,STRAY,,,2025-04-30,RTF,,FERAL,BORINA DR X PINEWOOD DR,,2025-04-30
A1380588,,KITTEN,TORTIE-B\O,,DOMESTIC SH,UNKNOWN,2025-04-30,0,2025-04-30,NURSING,STRAY,OTC,,2025-05-02,RESCUE,,NURSING,MONTEREY RD,SAN JOSE,2025-05-02
A1380589,,KITTEN,TORTIE-B\O,,DOMESTIC SH,UNKNOWN,2025-04-30,0,2025-04-30,NURSING,STRAY,OTC,,2025-05-02,RESCUE,,NURSING,MONTEREY RD,SAN JOSE,2025-05-02
A1380592,,OTHER,BLUE,WHITE,PIGEON,UNKNOWN,,,2025-04-30,MED R,STRAY,OTC,,2025-04-30,EUTH,,MED SEV,REVELRY ST X INTERLUDE ST,SAN JOSE,2025-04-30
A1380593,POPCORN,CAT,PT-FLAME,WHITE,DOMESTIC MH,MALE,2023-05-05,1,2025-04-30,HEALTHY,CONFISCATE,ASO,,2025-05-15,RESCUE,,HEALTHY,,SAN JOSE,2025-05-15
A1380595,,CAT,TABBY-GRAY,,DOMESTIC MH,SPAYED,,,2025-04-30,PREGNANT,STRAY,OTC,,2025-05-01,RTF,,FERAL,OPIE CT X MABURY RD,SAN JOSE,2025-05-01
A1380597,BIG D,DOG,BRINDLE-BN,,LABRADOR RETR,MALE,2024-12-30,0,2025-04-30,HEALTHY,STRAY,OTC,,2025-05-01,RTO,,HEALTHY,JUNCTION AVE/E RODGERS AVE,SAN JOSE,2025-05-01
A1380598,WINONA,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,,,2025-04-30,PREGNANT,STRAY,OTC,,2025-05-02,TRANSFER,,HEALTHY,THE WOODS DR/SNELL,SAN JOSE,2025-05-02
A1380600,PARKER,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2025-03-12,0,2025-04-30,HEALTHY,STRAY,OTC,IP ADOPT,2025-05-10,ADOPTION,,HEALTHY,N 20TH ST X E MISSION ST,SAN JOSE,2025-05-10
A1380601,CLEO,KITTEN,TORBI-BRN,,DOMESTIC SH,SPAYED,2025-03-12,0,2025-04-30,HEALTHY,STRAY,OTC,IP ADOPT,2025-07-16,ADOPTION,,HEALTHY,N 20TH ST X E MISSION ST,SAN JOSE,2025-07-16
A1380603,PETER,KITTEN,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-03-12,0,2025-04-30,HEALTHY,STRAY,OTC,IP ADOPT,2025-05-10,ADOPTION,,HEALTHY,N 20TH ST X E MISSION ST,SAN JOSE,2025-05-10
A1380604,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,,2025-04-30,MED EMERG,STRAY,OTC,,2025-04-30,EUTH,,MED EMERG,PARKMOOR AVE X MENKER AVE,SAN JOSE,2025-04-30
A1380605,,KITTEN,GRAY,WHITE,DOMESTIC SH,SPAYED,2025-03-09,0,2025-04-30,MED R,STRAY,OTC,,2025-05-06,ADOPTION,,MED R,PAGE ST/DOUGLAS ST,SAN JOSE,2025-05-06
A1380607,LUFFY,KITTEN,BLACK,,DOMESTIC LH,NEUTERED,2025-04-01,0,2025-04-30,HEALTHY,STRAY,OTC,,2025-06-10,ADOPTION,,HEALTHY,PALMVIEW WAY/BAL HARBOR WAY,SAN JOSE,2025-06-10
A1380608,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-12-02,0,2025-04-30,HEALTHY,STRAY,OTC,,2025-05-06,ADOPTION,,HEALTHY,LEAN AVE X HAYES AVE,SAN JOSE,2025-05-06
A1380609,THACKERY BINX,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-12-02,0,2025-04-30,HEALTHY,STRAY,OTC,,2025-05-05,ADOPTION,,HEALTHY,LEAN AVE X HAYES AVE,SAN JOSE,2025-05-05
A1380611,DRACO,DOG,BLACK,,FRENCH BULLDOG,NEUTERED,2022-04-30,3,2025-04-30,HEALTHY,STRAY,OTC,,2025-05-05,ADOPTION,,HEALTHY,CORTANA DR X ALTIA DR,SAN JOSE,2025-05-05
A1380613,SHADOW,DOG,GOLD,,GOLDEN RETR,MALE,2020-05-02,4,2025-04-30,HEALTHY,CONFISCATE,HOSPITAL,,2025-05-02,RTO,,HEALTHY,,CUPERTINO,2025-05-02
A1380614,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2025-04-03,0,2025-04-30,MED R,STRAY,OTC,,2025-05-02,TRANSFER,,MED R,SNELL AVE X SANTA TERESA BLVD,SAN JOSE,2025-05-02
A1380622,PHILLIPPA,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-04-25,0,2025-04-30,NURSING,STRAY,OTC,,2025-07-02,ADOPTION,,NURSING,BERRYESSA RD X SIERRA RD,SAN JOSE,2025-07-02
A1380627,,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-03-26,0,2025-04-30,MED R,STRAY,OTC,,2025-05-27,ADOPTION,,MED R,SUNNY CT,SAN JOSE,2025-05-27
A1380628,,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-03-26,0,2025-04-30,MED R,STRAY,OTC,,2025-05-27,ADOPTION,,MED R,SUNNY CT,SAN JOSE,2025-05-27
A1380632,OLLIE,DOG,WHITE,,DACHSHUND,NEUTERED,2024-09-10,0,2025-04-30,HEALTHY,STRAY,OTC,,2025-05-08,ADOPTION,,HEALTHY,QUIMBY RD,SAN JOSE,2025-05-08
A1380634,,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,,,2025-04-30,PREGNANT,STRAY,OTC,,2025-05-04,RTF,,FERAL,ROUNDTABLE DR X ROEDER RD,SAN JOSE,2025-05-04
A1380635,MIFFY,DOG,WHITE,BROWN,RAT TERRIER,SPAYED,2019-04-30,6,2025-04-30,HEALTHY,STRAY,OTC,,2025-05-08,RESCUE,,HEALTHY,RENO DR,SAN JOSE,2025-05-08
A1380636,,DOG,BLACK,WHITE,SHIH TZU,FEMALE,2022-04-30,3,2025-04-30,MED R,STRAY,OTC,,2025-05-05,RESCUE,,MED R,N 23RD ST,SAN JOSE,2025-05-05
A1380637,SCOOTER,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,2021-04-30,4,2025-04-30,MED R,STRAY,OTC,,2025-05-09,ADOPTION,,MED R,N 23RD ST,SAN JOSE,2025-05-09
A1380640,,CAT,CREAM,BROWN,SIAMESE,MALE,,,2025-04-30,MED R,STRAY,FIELD,,2025-05-01,EUTH,,MED SEV,EUCALYPTUS DR /,SAN JOSE,2025-05-01
A1380667,NESSIE,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-05-05,0,2025-05-04,MED R,STRAY,OTC,,2025-05-11,ADOPTION,,MED R,LOCH NESS WAY/BEN LOMOND WAY,SAN JOSE,2025-05-11
A1380675,WILLY,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-03-27,0,2025-05-01,HEALTHY,STRAY,FIELD,,2025-05-25,ADOPTION,,HEALTHY,HILLCAP AVE. / SNELL AVE.,SAN JOSE,2025-05-25
A1380676,FERAL 85,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,,2025-04-30,MED R,STRAY,MEDVET,,2025-05-09,RTF,,FERAL,BLOCK OF MT. SHASTA,MILPITAS,2025-05-09
A1380677,OSWALD,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-03-27,0,2025-05-01,HEALTHY,STRAY,FIELD,,2025-05-31,ADOPTION,,HEALTHY,HILLCAP AVE. / SNELL AVE.,SAN JOSE,2025-05-31
A1380678,COSTANZA,DOG,CHOCOLATE,,FRENCH BULLDOG,FEMALE,2019-05-01,6,2025-05-01,MED R,STRAY,MEDVET,,2025-05-07,RESCUE,,MED R,SAN FELIPE RD. / LARKSUR CANYON AVE.,SAN JOSE,2025-05-07
A1380679,,KITTEN,TABBY-ORG,,DOMESTIC SH,SPAYED,2025-03-14,0,2025-05-01,HEALTHY,STRAY,OTC,,2025-05-02,ADOPTION,,HEALTHY,MERIDIAN AVE X CURCI DR,SAN JOSE,2025-05-02
A1380680,CHOU,KITTEN,TABBY-ORG,WHITE,DOMESTIC MH,NEUTERED,2025-03-14,0,2025-05-01,HEALTHY,STRAY,OTC,,2025-05-02,ADOPTION,,HEALTHY,MERIDIAN AVE X CURCI DR,SAN JOSE,2025-05-02
A1380682,MOCHI,KITTEN,PT-FLAME,,DOMESTIC MH,NEUTERED,2025-03-14,0,2025-05-01,HEALTHY,STRAY,OTC,,2025-05-02,ADOPTION,,HEALTHY,MERIDIAN AVE X CURCI DR,SAN JOSE,2025-05-02
A1380683,PUZZLE,KITTEN,CALICO-TRI,,DOMESTIC SH,SPAYED,2025-04-01,0,2025-05-01,HEALTHY,STRAY,OTC,,2025-05-27,ADOPTION,,HEALTHY,DUNDONALD CT/TURNHOUSE LN,SAN JOSE,2025-05-27
A1380684,CRUELLA,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-04-01,0,2025-05-01,HEALTHY,STRAY,OTC,,2025-05-28,ADOPTION,,HEALTHY,DUNDONALD CT/TURNHOUSE LN,SAN JOSE,2025-05-28
A1380690,,DOG,TAN,,CHIHUAHUA SH,UNKNOWN,,,2025-05-01,MED R,STRAY,FIELD,,2025-05-01,TRANSFER,,MED R,MANFERD ST X CONWAY ST,SAN JOSE,2025-05-01
A1380691,,KITTEN,BLACK,WHITE,DOMESTIC MH,MALE,2025-04-04,0,2025-05-01,MED R,STRAY,OTC,,2025-05-01,EUTH,,MED SEV,MONTEREY RD X BLOSSON HILL RD,SAN JOSE,2025-05-01
A1380692,,DOG,WHITE,,POODLE STND,NEUTERED,2011-05-01,14,2025-05-01,MED SEV,STRAY,OTC,,2025-05-01,EUTH,,MED EMERG,MONTEREY RD/PHELAN,SAN JOSE,2025-05-01
A1380693,,KITTEN,TORTIE-B\O,,DOMESTIC SH,FEMALE,2025-04-16,0,2025-05-01,MED R,STRAY,FIELD,,2025-05-01,EUTH,,MED SEV,UNKNOWN,SAN JOSE,2025-05-01
A1380694,,KITTEN,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,2025-04-24,0,2025-05-01,NURSING,STRAY,OTC,,2025-05-01,EUTH,,MED SEV,N 10TH ST/E TAYLOR ST,SAN JOSE,2025-05-01
A1380696,,KITTEN,TABBY-ORG,WHITE,DOMESTIC SH,MALE,2025-04-24,0,2025-05-01,NURSING,STRAY,OTC,,2025-05-08,EUTH,,MED SEV,NEVES WAY X FLEMING AVE,SAN JOSE,2025-05-08
A1380704,MOONIE,DOG,BROWN,WHITE,BORDER COLLIE,SPAYED,2024-05-07,0,2025-05-01,HEALTHY,CONFISCATE,ASO,,2025-09-18,ADOPTION,,HEALTHY,,MILPITAS,2025-09-18
A1380705,,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,2023-05-01,2,2025-05-01,PREGNANT,STRAY,OTC,,2025-05-03,RTF,,FERAL,PALMWOOD DR X PALMVIEW WAY,SAN JOSE,2025-05-06
A1380706,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2023-05-01,2,2025-05-01,PREGNANT,STRAY,OTC,,2025-05-03,RTF,,FERAL,PALMWOOD DR X PALMVIEW WAY,SAN JOSE,2025-05-06
A1380709,,PUPPY,BLACK,,COCKER SPAN,FEMALE,2025-02-01,0,2025-05-01,MED R,STRAY,OTC,,2025-05-05,RESCUE,,MED R,S 31ST ST / ALUM ROCK AVE,SAN JOSE,2025-05-05
A1380710,,PUPPY,BLACK,,COCKER SPAN,FEMALE,2025-02-01,0,2025-05-01,MED R,STRAY,OTC,,2025-05-05,RESCUE,,MED R,S 31ST ST / ALUM ROCK AVE,SAN JOSE,2025-05-05
A1380711,,OTHER,BROWN,,TURTLE,UNKNOWN,,,2025-05-01,HEALTHY,STRAY,OTC,,2025-05-03,RESCUE,,HEALTHY,SENTER RD/PHELAN,SAN JOSE,2025-05-03
A1380712,TINY,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-04-01,0,2025-05-01,HEALTHY,STRAY,OTC,IP ADOPT,2025-06-10,ADOPTION,,HEALTHY,N JACKSON AVE/LAS CASAS DE LOS PINOS,SAN JOSE,2025-06-10
A1380715,,PUPPY,TAN,BLACK,GERM SHEPHERD,MALE,2025-03-18,0,2025-05-01,HEALTHY,STRAY,OTC,,2025-05-01,RTO,,HEALTHY,LEWIS RD/MONTEREY RD,SAN JOSE,2025-05-02
A1380720,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,,2025-05-01,MED SEV,STRAY,OTC,,2025-05-03,RTF,,BEH M,DUNDONALD CT / TURNHOUSE LN,SAN JOSE,2025-05-03
A1380720,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,,2025-05-15,MED SEV,STRAY,OTC,,2025-05-15,EUTH,,MED SEV,DUNDONALD CT,SAN JOSE,2025-05-15
A1380721,,CAT,BLACK,,DOMESTIC SH,SPAYED,,,2025-05-01,PREGNANT,STRAY,OTC,,2025-05-05,RTF,,FERAL,GROSSMONT DR/TERRA NOBLE WAY,SAN JOSE,2025-05-05
A1380722,,OTHER,ORANGE,BROWN,RABBIT SH,UNKNOWN,,,2025-05-01,HEALTHY,STRAY,OTC,,2025-05-02,RESCUE,,HEALTHY,N WHITE RD,SAN JOSE,2025-05-02
A1380723,,OTHER,WHITE,,PIGEON,UNKNOWN,,,2025-05-01,HEALTHY,STRAY,OTC,,2025-05-04,RESCUE,,HEALTHY,BATON ROUGE DR,SAN JOSE,2025-05-04
A1380731,BUBA,DOG,BROWN,WHITE,CHIHUAHUA SH,NEUTERED,2022-05-07,2,2025-05-02,HEALTHY,CONFISCATE,POLICE,,2025-05-08,RTO,,HEALTHY,,SAN JOSE,2025-05-08
A1380732,MILO,DOG,BLACK,GRAY,YORKSHIRE TERR,NEUTERED,2018-05-02,7,2025-05-02,MED R,STRAY,OTC,,2025-05-10,ADOPTION,,MED R,PALM ST X OAK ST,SAN JOSE,2025-10-17
A1380732,MILO,DOG,BLACK,GRAY,YORKSHIRE TERR,NEUTERED,2018-05-02,7,2025-05-12,MED R,RETURN,,,2025-05-13,RESCUE,,HEALTHY,,SAN JOSE,2025-10-17
A1380734,THEO,DOG,GRAY,,PIT BULL,NEUTERED,2024-05-07,0,2025-05-02,MED R,STRAY,MEDVET,,2025-07-20,ADOPTION,,MED R,YERBA BUENA X FOWLER,SAN JOSE,2025-07-20
A1380735,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2025-03-28,0,2025-05-02,HEALTHY,STRAY,OTC,,2025-05-02,TRANSFER,,HEALTHY,HAMLINE ST/ELM ST,SAN JOSE,2025-05-02
A1380736,,KITTEN,BLACK,,DOMESTIC MH,NEUTERED,2025-03-24,0,2025-05-02,MED R,STRAY,OTC,,2025-07-25,ADOPTION,,MED R,VINEYARD PARK WAY X VINIFERA DR,SAN JOSE,2025-07-25
A1380737,,KITTEN,BLACK,,DOMESTIC MH,NEUTERED,2025-03-24,0,2025-05-02,MED R,STRAY,OTC,,2025-07-25,ADOPTION,,MED R,VINEYARD PARK WAY X VINIFERA DR,SAN JOSE,2025-07-25
A1380740,,CAT,BLACK,,DOMESTIC SH,SPAYED,,,2025-05-02,PREGNANT,STRAY,OTC,,2025-05-02,DIED,,MED EMERG,BARONET CT X YERBA BUENA RD,SAN JOSE,2025-08-28
A1380743,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,,,2025-05-02,MED R,STRAY,OTC,,2025-05-07,RTF,,FERAL,OLD PIEDMONT RD/FIFE WAY,SAN JOSE,2025-05-07
A1380748,,CAT,TABBY-BRN,WHITE,DOMESTIC MH,MALE,2013-05-02,12,2025-05-02,MED R,STRAY,OTC,,2025-05-02,EUTH,,MED SEV,GOODWIN AVE/KINGMAN AVE,SAN JOSE,2025-05-02
A1380750,ELLIE,DOG,BROWN,,CHINESE SHARPEI,SPAYED,2024-07-06,0,2025-05-02,BEH R,STRAY,OTC,,2025-05-17,RESCUE,,BEH R,WABASH ST/PACIFIC AVE,SAN JOSE,2025-05-17
A1380755,,DOG,WHITE,BROWN,MALTESE,MALE,2022-11-02,2,2025-05-02,MED M,STRAY,OTC,,2025-05-07,RESCUE,,MED M,N TH ST X WASHINGTON,SAN JOSE,2025-05-07
A1380756,PIP,PUPPY,WHITE,BLACK,LABRADOR RETR,SPAYED,2025-02-28,0,2025-05-02,MED R,STRAY,FIELD,,2025-05-07,ADOPTION,,MED R,PARK ESSEX X PARK PAXTON,SAN JOSE,2025-05-07
A1380757,,CAT,WHITE,BLACK,DOMESTIC SH,NEUTERED,,,2025-05-02,HEALTHY,STRAY,OTC,,2025-05-16,RTF,,FERAL,ORLANDO DR,SAN JOSE,2025-05-16
A1380759,AUSTIN,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2015-04-24,10,2025-05-02,MED R,STRAY,OTC,,2025-07-05,ADOPTION,,MED R,800 BLOCK N 11TH ST X HEDDING ST,SAN JOSE,2025-07-05
A1380761,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,,,2025-05-02,MED SEV,STRAY,OTC,,2025-05-02,EUTH,,MED SEV,ROUNDTABLE DR X BENDORF DR,SAN JOSE,2025-05-02
A1380763,SENOR MEOW MEOW,KITTEN,TABBY-ORG,WHITE,DOMESTIC SH,MALE,2025-04-11,0,2025-05-02,HEALTHY,STRAY,OTC,,2025-05-07,RESCUE,,HEALTHY,PLATT CT/PLATT AVE,MILPITAS,2025-05-07
A1380764,SENOR GROUCH,KITTEN,BLACK,WHITE,DOMESTIC MH,MALE,2025-04-11,0,2025-05-02,HEALTHY,STRAY,OTC,,2025-05-07,RESCUE,,HEALTHY,PLATT CT/PLATT AVE,MILPITAS,2025-05-07
A1380765,LUM,DOG,GRAY,,CHIHUAHUA SH,MALE,2024-11-02,0,2025-05-02,HEALTHY,STRAY,OTC,,2025-05-04,RTO,,HEALTHY,N 4TH ST X E EMPIRE ST,SAN JOSE,2025-05-04
A1380769,ENZO,DOG,WHITE,TAN,PIT BULL,NEUTERED,2024-05-02,1,2025-05-02,HEALTHY,OWNER SUR,OTC,,2025-06-15,ADOPTION,,HEALTHY,,,2025-06-15
